battleground date,days,Florida,Pennsylvania,Michigan,Ohio,North Carolina,Arizona,Wisconsin,Texas,Georgia,Iowa,South Carolina,Nevada,Minnesota,New Hampshire,Alabama,Alaska,California,Colorado,Connecticut,District Of Columbia,Kentucky,Maine,Massachusetts,Missouri,Montana,New Jersey,New York,Tennessee,Utah,Virginia,Washington,Arkansas,Delaware,Hawaii,Idaho,Illinois,Indiana,Kansas,Louisiana,Maryland,Mississippi,Nebraska,New Mexico,North Dakota,Oklahoma,Oregon,Rhode Island,South Dakota,Vermont,West Virginia,Wyoming
2020-07-18,108 days,75.5,87.9,85.4,48.5,64.0,62.3,82.9,44.2,56.9,37.3,13.4,89.5,83.5,84.0,0.0,5.1,100.0,99.4,100.0,100.0,0.0,95.7,100.0,2.3,0.7,99.9,100.0,0.0,0.0,98.4,100.0,0.2,99.9,100.0,0.0,100.0,0.2,0.3,0.0,100.0,0.4,0.0,99.8,0.0,0.0,100.0,100.0,0.0,100.0,0.0,0.0
2020-07-17,109 days,75.5,87.7,85.0,48.1,64.0,61.7,83.7,44.2,56.5,37.0,12.8,89.5,83.5,83.8,0.0,5.2,100.0,99.4,100.0,100.0,0.0,95.8,100.0,2.4,0.7,99.9,100.0,0.0,0.0,98.5,100.0,0.2,99.9,100.0,0.0,100.0,0.2,0.3,0.1,100.0,0.4,0.0,99.8,0.0,0.0,100.0,100.0,0.0,100.0,0.0,0.0
2020-07-16,110 days,76.8,90.7,88.4,53.6,63.4,59.4,88.7,50.2,56.4,41.8,14.0,86.7,85.2,86.6,0.0,7.4,100.0,100.0,100.0,100.0,0.0,98.6,100.0,6.2,1.1,100.0,100.0,0.0,0.0,99.3,100.0,0.2,100.0,100.0,0.0,100.0,0.1,0.4,0.0,100.0,0.2,0.0,99.7,0.0,0.0,100.0,100.0,0.0,100.0,0.0,0.0
2020-07-15,111 days,76.8,89.4,88.8,51.8,64.8,59.7,88.7,50.2,57.2,39.2,14.2,86.2,85.2,85.8,0.0,9.2,100.0,100.0,100.0,100.0,0.0,98.7,100.0,6.0,0.5,100.0,100.0,0.0,0.0,99.3,100.0,0.3,100.0,100.0,0.0,100.0,0.1,0.4,0.0,100.0,0.2,0.0,99.7,0.0,0.0,100.0,100.0,0.0,100.0,0.0,0.0
2020-07-14,112 days,75.7,87.8,90.4,49.9,66.6,60.0,88.2,50.1,58.4,36.3,13.9,85.6,85.2,84.9,0.0,11.6,100.0,100.0,100.0,100.0,0.0,98.8,100.0,5.7,0.2,100.0,100.0,0.0,0.0,99.3,100.0,0.3,100.0,100.0,0.0,100.0,0.1,0.3,0.0,100.0,0.2,0.0,99.7,0.0,0.0,100.0,100.0,0.0,100.0,0.0,0.0
2020-07-13,113 days,75.3,87.2,91.0,49.3,66.4,59.8,87.6,50.0,58.1,35.3,13.6,85.0,85.1,84.3,0.0,14.6,100.0,100.0,100.0,100.0,0.0,98.9,100.0,5.4,0.2,100.0,100.0,0.0,0.0,99.3,100.0,0.3,100.0,100.0,0.0,100.0,0.2,0.3,0.0,100.0,0.2,0.0,99.8,0.0,0.0,100.0,100.0,0.0,100.0,0.0,0.0
2020-07-12,114 days,75.5,86.9,90.7,48.9,65.8,59.8,86.3,49.9,57.9,35.6,13.3,85.4,85.1,84.2,0.0,13.5,100.0,100.0,100.0,100.0,0.0,99.0,100.0,7.6,0.2,100.0,100.0,0.0,0.0,99.3,100.0,0.3,100.0,100.0,0.0,100.0,0.2,0.3,0.0,100.0,0.3,0.0,99.8,0.0,0.0,100.0,100.0,0.0,100.0,0.0,0.0
2020-07-11,115 days,77.8,86.5,90.6,48.5,65.1,59.8,84.3,49.8,57.7,35.8,13.0,85.9,85.1,84.1,0.0,12.3,100.0,100.0,100.0,100.0,0.0,99.1,100.0,10.6,0.2,100.0,100.0,0.0,0.0,99.4,100.0,0.4,100.0,100.0,0.0,100.0,0.2,0.2,0.0,100.0,0.3,0.0,99.8,0.0,0.0,100.0,100.0,0.0,100.0,0.0,0.0
2020-07-10,116 days,78.8,85.9,89.1,48.2,64.4,59.6,81.8,48.0,57.5,36.1,12.7,86.3,85.0,84.0,0.0,11.3,100.0,100.0,100.0,100.0,0.0,99.2,100.0,14.6,0.2,100.0,100.0,0.0,0.0,99.5,100.0,0.4,100.0,100.0,0.0,100.0,0.2,0.2,0.0,100.0,0.3,0.0,99.8,0.0,0.0,100.0,100.0,0.0,100.0,0.0,0.0
2020-07-09,117 days,79.7,85.8,89.0,47.8,64.2,58.9,79.5,45.6,57.3,36.3,12.4,86.8,85.0,83.9,0.0,10.3,100.0,100.0,100.0,100.0,0.0,99.3,100.0,14.1,0.2,100.0,100.0,0.0,0.0,99.4,100.0,0.5,100.0,100.0,0.0,100.0,0.2,0.2,0.0,100.0,0.4,0.0,99.9,0.0,0.0,100.0,100.0,0.0,100.0,0.0,0.0
2020-07-08,118 days,81.2,85.7,88.1,47.4,63.6,58.0,77.3,42.8,57.2,36.6,12.1,87.2,85.0,83.8,0.0,7.8,100.0,100.0,100.0,100.0,0.0,99.3,100.0,13.7,0.2,100.0,100.0,0.0,0.0,99.4,100.0,0.5,100.0,100.0,0.0,100.0,0.3,0.2,0.1,100.0,0.4,0.0,99.9,0.0,0.0,100.0,100.0,0.0,100.0,0.0,0.0
2020-07-07,119 days,81.2,85.7,88.1,47.0,62.8,58.4,75.0,44.0,56.9,36.8,11.9,87.6,84.7,83.5,0.0,5.4,100.0,100.0,100.0,100.0,0.0,99.4,100.0,13.2,0.2,100.0,100.0,0.0,0.0,99.4,100.0,0.6,100.0,100.0,0.0,100.0,0.3,0.2,0.1,100.0,0.4,0.0,99.9,0.0,0.0,100.0,100.0,0.0,100.0,0.0,0.0
2020-07-06,120 days,82.5,85.3,86.8,44.6,61.5,57.4,72.3,46.4,56.3,37.0,11.8,88.0,84.4,84.0,0.0,3.4,100.0,100.0,100.0,100.0,0.0,99.4,100.0,12.8,0.2,100.0,100.0,0.0,0.0,99.4,100.0,0.6,100.0,100.0,0.0,100.0,0.3,0.2,0.1,100.0,0.5,0.0,99.9,0.0,0.0,100.0,100.0,0.0,100.0,0.0,0.0
