date,state,pred,voteshare
2020-10-18,minnesota,0.945925,0.5383390178499999
2020-10-18,missouri,0.023575,0.4522129046
2020-10-18,mississippi,0.01095,0.44071772082500005
2020-10-18,montana,0.010375,0.44396238847499997
2020-10-18,north carolina,0.63095,0.507944452825
2020-10-18,north dakota,0.0,0.3661832921
2020-10-18,nebraska,0.0002,0.4072009897
2020-10-18,new hampshire,0.93355,0.5367882354
2020-10-18,new jersey,0.9998,0.5970289637
2020-10-18,new mexico,0.9966,0.5705377706
2020-10-18,nevada,0.879975,0.529514146325
2020-10-18,new york,1.0,0.643114679375
2020-10-18,ohio,0.333975,0.489789880875
2020-10-18,oklahoma,0.0,0.3604061875
2020-10-18,oregon,0.9997,0.585435133375
2020-10-18,pennsylvania,0.87845,0.5276231632
2020-10-18,rhode island,1.0,0.613340495225
2020-10-18,south carolina,0.032975,0.455523941575
2020-10-18,south dakota,2.5e-05,0.394649116875
2020-10-18,tennessee,0.000275,0.41104525792499996
2020-10-18,texas,0.2948,0.48644132145
2020-10-18,utah,0.0,0.39260736145
2020-10-18,virginia,0.98445,0.5556600241749999
2020-10-18,vermont,1.0,0.6721947779999999
2020-10-18,washington,1.0,0.615086854425
2020-10-18,wisconsin,0.8999,0.53017271625
2020-10-18,west virginia,0.0,0.3486551161
2020-10-18,wyoming,0.0,0.294669140725
2020-10-15,alaska,0.116725,0.468451882675
2020-10-15,alabama,0.000275,0.406368483725
2020-10-15,arkansas,7.5e-05,0.403540414325
2020-10-15,arizona,0.679175,0.51142590655
2020-10-15,california,1.0,0.674716898075
2020-10-15,colorado,0.9914,0.55952443465
2020-10-15,connecticut,0.9999,0.604397546475
2020-10-15,District of Columbia,1.0,0.953102985625
2020-10-15,delaware,1.0,0.60091544895
2020-10-15,florida,0.7434,0.515874379325
2020-10-15,georgia,0.448325,0.49665338722499996
2020-10-15,hawaii,1.0,0.6861217299250001
2020-10-15,iowa,0.39055,0.493121793225
2020-10-15,idaho,0.0,0.367958635375
2020-10-15,illinois,0.9991,0.586395857625
2020-10-15,indiana,0.00155,0.4263584601
2020-10-15,kansas,0.00985,0.441151786575
2020-10-15,kentucky,0.0,0.392908199575
2020-10-15,louisiana,0.003725,0.43207474425
2020-10-15,massachusetts,1.0,0.667014733675
2020-10-15,maryland,1.0,0.660473900175
2020-10-15,maine,0.99445,0.5612124901250001
