date,state,voteshare,pred
2020-07-06,alaska,0.493693460584198,NA
2020-07-07,alaska,0.4894785309891099,NA
2020-07-08,alaska,0.48546398766629,NA
2020-07-09,alaska,0.490787284374613,NA
2020-07-10,alaska,0.491334856342532,NA
2020-07-11,alaska,0.491965729760122,NA
2020-07-12,alaska,0.494517216438445,NA
2020-07-13,alaska,0.494421500627585,NA
2020-07-14,alaska,0.4943526947192221,NA
2020-07-15,alaska,0.493454967680453,NA
2020-07-16,alaska,0.4923776395140471,NA
2020-07-17,alaska,0.491346894091111,NA
2020-07-18,alaska,0.490657205853025,NA
2020-07-19,alaska,0.4899830618339199,NA
2020-07-20,alaska,0.491046186049841,NA
2020-07-21,alaska,0.492018412064032,NA
2020-07-22,alaska,0.48916928552384,NA
2020-07-23,alaska,0.486100849095995,NA
2020-07-24,alaska,0.492207626412803,NA
2020-07-25,alaska,0.483717499904045,NA
2020-07-26,alaska,0.4850497830215871,NA
2020-07-27,alaska,0.486404512041068,NA
2020-07-28,alaska,0.482715432400634,NA
2020-07-29,alaska,0.492583910519497,NA
2020-07-30,alaska,0.499234694273858,NA
2020-07-31,alaska,0.498073858949083,NA
2020-08-01,alaska,0.494289767995276,NA
2020-08-02,alaska,0.492226231551073,NA
2020-08-03,alaska,0.4901940878565561,NA
2020-08-04,alaska,0.489239536594114,NA
2020-08-05,alaska,0.487842807639865,NA
2020-08-06,alaska,0.486242556184339,NA
2020-08-07,alaska,0.486672165143849,NA
2020-08-08,alaska,0.484676551502646,NA
2020-08-09,alaska,0.490223084640249,NA
2020-08-10,alaska,0.486523159193802,NA
2020-08-11,alaska,0.482731480546978,NA
2020-08-12,alaska,0.482430378381526,NA
2020-08-13,alaska,0.485082083625075,NA
2020-08-14,alaska,0.487285346096475,NA
2020-08-15,alaska,0.492755235902717,NA
2020-08-16,alaska,0.497417824617123,NA
2020-08-17,alaska,0.506071068289245,NA
2020-08-18,alaska,0.503155002505747,NA
2020-08-19,alaska,0.49889707984747,NA
2020-08-20,alaska,0.494708029118957,NA
2020-08-21,alaska,0.490541433690377,NA
2020-08-22,alaska,0.486390566495704,NA
2020-08-23,alaska,0.4889994651577,NA
2020-08-24,alaska,0.4931526870278939,NA
2020-08-25,alaska,0.48907840835421,NA
2020-08-26,alaska,0.4879636703457539,NA
2020-08-27,alaska,0.486930709786107,NA
2020-08-28,alaska,0.487059794020136,NA
2020-08-29,alaska,0.486540951857191,NA
2020-08-30,alaska,0.4885437798754229,NA
2020-08-31,alaska,0.482709897352707,NA
2020-09-01,alaska,0.4816659815501679,NA
2020-09-02,alaska,0.480536678937668,NA
2020-09-03,alaska,0.483529555408496,NA
2020-09-04,alaska,0.483688478234331,NA
2020-09-05,alaska,0.480317927800609,NA
2020-09-06,alaska,0.480459372533062,NA
2020-09-07,alaska,0.4808969384651311,NA
2020-09-08,alaska,0.473328425837277,NA
2020-09-09,alaska,0.481707383345356,NA
2020-09-10,alaska,0.490561262765947,NA
2020-09-11,alaska,0.490297178828355,NA
2020-09-12,alaska,0.492161856784765,NA
2020-09-13,alaska,0.482975590406883,NA
2020-09-14,alaska,0.4871249985887721,NA
2020-09-15,alaska,0.482028648966599,NA
2020-09-16,alaska,0.482421648408624,NA
2020-09-17,alaska,0.477279308239406,NA
2020-09-18,alaska,0.48383041661168,NA
2020-09-19,alaska,0.484229989480463,NA
2020-09-20,alaska,0.48431815281292,0.148666666666667
2020-09-21,alaska,0.488332066858154,NA
2020-09-22,alaska,0.486548682592492,NA
2020-09-23,alaska,0.482604694896256,0.300333333333333
2020-09-24,alaska,0.485722411692405,NA
2020-09-25,alaska,0.488370760695279,NA
2020-09-26,alaska,0.484454731194057,NA
2020-09-27,alaska,0.479347131578915,NA
2020-09-28,alaska,0.47844113784267,0.31591666666666696
2020-09-29,alaska,0.477782903286807,NA
2020-09-30,alaska,0.481609126173808,NA
2020-10-01,alaska,0.481215433439664,NA
2020-10-02,alaska,0.48253121954711,NA
2020-10-03,alaska,0.484351825352748,NA
2020-10-04,alaska,0.479993902194349,0.34208333333333296
2020-10-05,alaska,0.478865018240496,NA
2020-10-06,alaska,0.471639784975141,NA
2020-10-07,alaska,0.468152945505123,NA
2020-10-08,alaska,0.469972829570765,NA
2020-10-09,alaska,0.4701135041443321,NA
2020-10-10,alaska,0.4702922242776889,0.267583333333333
2020-10-11,alaska,0.468498669254543,NA
2020-10-12,alaska,0.470328940993368,NA
2020-10-13,alaska,0.464473607460729,NA
2020-10-14,alaska,0.462617199082448,NA
2020-10-15,alaska,0.471862219064234,NA
2020-10-16,alaska,0.467244625154679,NA
2020-10-17,alaska,0.468659045322829,NA
2020-10-18,alaska,0.467762968922119,0.2715
2020-10-19,alaska,0.471604255846967,NA
2020-10-20,alaska,0.468257641674059,NA
2020-10-21,alaska,0.4618669862986379,NA
2020-10-22,alaska,0.461824755279271,NA
2020-10-23,alaska,0.459708203038428,0.2635
2020-10-24,alaska,0.4603970394855829,0.25075
2020-10-25,alaska,0.46237202687012,NA
2020-10-26,alaska,0.458798073202186,0.3285
2020-10-27,alaska,0.456465862882119,NA
2020-10-28,alaska,0.4571469818964351,0.27075
2020-10-29,alaska,0.45351464582825,NA
2020-10-30,alaska,0.451607809110992,NA
2020-10-31,alaska,0.452961077462559,NA
2020-11-01,alaska,0.4496641495482971,0.14275
2020-11-02,alaska,0.45171072293948,0.15791666666666698
2020-11-03,alaska,0.453780312334395,0.0544166666666667
2020-03-03,alabama,0.418237058729406,NA
2020-03-04,alabama,0.4169872463222,NA
2020-03-05,alabama,0.4162658160754771,NA
2020-03-06,alabama,0.41538815220722497,NA
2020-03-07,alabama,0.416427650150161,NA
2020-03-08,alabama,0.417318108068574,NA
2020-03-09,alabama,0.41823350831107103,NA
2020-03-10,alabama,0.41917834509812496,NA
2020-03-11,alabama,0.420084240012029,NA
2020-03-12,alabama,0.4209153137592551,NA
2020-03-13,alabama,0.42181785795513504,NA
2020-03-14,alabama,0.422761375723679,NA
2020-03-15,alabama,0.42366458764044107,NA
2020-03-16,alabama,0.424549324182062,NA
2020-03-17,alabama,0.42562169922909,NA
2020-03-18,alabama,0.426635923366746,NA
2020-03-19,alabama,0.427065294920336,NA
2020-03-20,alabama,0.427502196012836,NA
2020-03-21,alabama,0.4279622456862271,NA
2020-03-22,alabama,0.4283183795422569,NA
2020-03-23,alabama,0.428802292564989,NA
2020-03-24,alabama,0.429249223408814,NA
2020-03-25,alabama,0.42966831473580097,NA
2020-03-26,alabama,0.42991947652862,NA
2020-03-27,alabama,0.430106072890535,NA
2020-03-28,alabama,0.430167408710865,NA
2020-03-29,alabama,0.4304102345028061,NA
2020-03-30,alabama,0.430736153093218,NA
2020-03-31,alabama,0.43099113743529,NA
2020-04-01,alabama,0.4305418842571551,NA
2020-04-02,alabama,0.43013352150032497,NA
2020-04-03,alabama,0.429853119445601,NA
2020-04-04,alabama,0.429512258010562,NA
2020-04-05,alabama,0.4291583242903,NA
2020-04-06,alabama,0.42879414087971,NA
2020-04-07,alabama,0.434119840141254,NA
2020-04-08,alabama,0.43424494190540297,NA
2020-04-09,alabama,0.43428667984754,NA
2020-04-10,alabama,0.434486893576036,NA
2020-04-11,alabama,0.435281036686318,NA
2020-04-12,alabama,0.435840984970605,NA
2020-04-13,alabama,0.4361004945792539,NA
2020-04-14,alabama,0.4364557224317751,NA
2020-04-15,alabama,0.43870428739664,NA
2020-04-16,alabama,0.4376913035249679,NA
2020-04-17,alabama,0.43678250334776697,NA
2020-04-18,alabama,0.438706065197881,NA
2020-04-19,alabama,0.440732287735144,NA
2020-04-20,alabama,0.442727256644701,NA
2020-04-21,alabama,0.444824340075142,NA
2020-04-22,alabama,0.44680445144473097,NA
2020-04-23,alabama,0.44893466100830703,NA
2020-04-24,alabama,0.4485539705892741,NA
2020-04-25,alabama,0.446580843325826,NA
2020-04-26,alabama,0.444761965077306,NA
2020-04-27,alabama,0.444302668551906,NA
2020-04-28,alabama,0.443823443844204,NA
2020-04-29,alabama,0.4437666453480271,NA
2020-04-30,alabama,0.443804608043932,NA
2020-05-01,alabama,0.443906757740329,NA
2020-05-02,alabama,0.443918447465956,NA
2020-05-03,alabama,0.44239278529615705,NA
2020-05-04,alabama,0.441024701040489,NA
2020-05-05,alabama,0.439765118586803,NA
2020-05-06,alabama,0.4411996333694579,NA
2020-05-07,alabama,0.4426959132278711,NA
2020-05-08,alabama,0.441724556649218,NA
2020-05-09,alabama,0.440545851003986,NA
2020-05-10,alabama,0.4389521747439489,NA
2020-05-11,alabama,0.434505449945744,NA
2020-05-12,alabama,0.44195254172007503,NA
2020-05-13,alabama,0.437284809613688,NA
2020-05-14,alabama,0.432559146837002,NA
2020-05-15,alabama,0.427895937294099,NA
2020-05-16,alabama,0.423815990530275,NA
2020-05-17,alabama,0.42061656365191,NA
2020-05-18,alabama,0.4175530271298161,NA
2020-05-19,alabama,0.412223050321926,NA
2020-05-20,alabama,0.412264323110329,NA
2020-05-21,alabama,0.4100880935181561,NA
2020-05-22,alabama,0.4129041293638061,NA
2020-05-23,alabama,0.415547211356301,NA
2020-05-24,alabama,0.41831364537440097,NA
2020-05-25,alabama,0.418967238257452,NA
2020-05-26,alabama,0.419604323857159,NA
2020-05-27,alabama,0.415853621581823,NA
2020-05-28,alabama,0.415193935235694,NA
2020-05-29,alabama,0.414590177199512,NA
2020-05-30,alabama,0.4139416917215321,NA
2020-05-31,alabama,0.4243253432879209,NA
2020-06-01,alabama,0.434670261465292,NA
2020-06-02,alabama,0.443048158291224,NA
2020-06-03,alabama,0.445989612214183,NA
2020-06-04,alabama,0.445764871532566,NA
2020-06-05,alabama,0.44540436661100896,NA
2020-06-06,alabama,0.445142651680072,NA
2020-06-07,alabama,0.4447490892101029,NA
2020-06-08,alabama,0.44438490463242,NA
2020-06-09,alabama,0.444872480695277,NA
2020-06-10,alabama,0.4406466618436339,NA
2020-06-11,alabama,0.4355409595378111,NA
2020-06-12,alabama,0.430541171886546,NA
2020-06-13,alabama,0.42521990363359496,NA
2020-06-14,alabama,0.4354044262974821,NA
2020-06-15,alabama,0.440539544168146,NA
2020-06-16,alabama,0.44055170702774,NA
2020-06-17,alabama,0.447601803359894,NA
2020-06-18,alabama,0.4544898053381629,NA
2020-06-19,alabama,0.4562388903559729,NA
2020-06-20,alabama,0.452905336165927,NA
2020-06-21,alabama,0.449116547691638,NA
2020-06-22,alabama,0.44516625858111,NA
2020-06-23,alabama,0.44130450486743,NA
2020-06-24,alabama,0.437471427498551,NA
2020-06-25,alabama,0.433538958271866,NA
2020-06-26,alabama,0.42980143836386897,NA
2020-06-27,alabama,0.426070113268164,NA
2020-06-28,alabama,0.42456972664729103,NA
2020-06-29,alabama,0.425882385105832,NA
2020-06-30,alabama,0.426919034838932,NA
2020-07-01,alabama,0.428320339185691,NA
2020-07-02,alabama,0.429757403825925,NA
2020-07-03,alabama,0.4310421843896071,NA
2020-07-04,alabama,0.428436711731983,NA
2020-07-05,alabama,0.425769398538264,NA
2020-07-06,alabama,0.423235377446692,NA
2020-07-07,alabama,0.418636242723564,NA
2020-07-08,alabama,0.4142260493419809,NA
2020-07-09,alabama,0.418919340773164,NA
2020-07-10,alabama,0.418979285990765,NA
2020-07-11,alabama,0.4191635106420339,NA
2020-07-12,alabama,0.4211398890108921,NA
2020-07-13,alabama,0.42064317154824704,NA
2020-07-14,alabama,0.420039645661436,NA
2020-07-15,alabama,0.41867810893283897,NA
2020-07-16,alabama,0.417217913309576,NA
2020-07-17,alabama,0.4157189703762911,NA
2020-07-18,alabama,0.41456405596049706,NA
2020-07-19,alabama,0.4133367414939629,NA
2020-07-20,alabama,0.413873865261035,NA
2020-07-21,alabama,0.414224271535217,NA
2020-07-22,alabama,0.410936649386218,NA
2020-07-23,alabama,0.4075690838841529,NA
2020-07-24,alabama,0.412901521021578,NA
2020-07-25,alabama,0.404135718680154,NA
2020-07-26,alabama,0.404941489355656,NA
2020-07-27,alabama,0.4057805403767271,NA
2020-07-28,alabama,0.40168135636313,NA
2020-07-29,alabama,0.4128672019383471,NA
2020-07-30,alabama,0.421182850838602,NA
2020-07-31,alabama,0.421782758691253,NA
2020-08-01,alabama,0.41968414103841706,NA
2020-08-02,alabama,0.41932807364792696,NA
2020-08-03,alabama,0.418906012859742,NA
2020-08-04,alabama,0.41958092453799,NA
2020-08-05,alabama,0.419971920801053,NA
2020-08-06,alabama,0.4201291921909749,NA
2020-08-07,alabama,0.4222762119675589,NA
2020-08-08,alabama,0.422059779024766,NA
2020-08-09,alabama,0.429147732030016,NA
2020-08-10,alabama,0.42716459712968496,NA
2020-08-11,alabama,0.42505622921332,NA
2020-08-12,alabama,0.426432551001263,NA
2020-08-13,alabama,0.430620154636064,NA
2020-08-14,alabama,0.434398799853534,NA
2020-08-15,alabama,0.441370714495226,NA
2020-08-16,alabama,0.44758916961781,NA
