"date","CILeft","CIRight","Pred","Poll"
"2020-03-03",0.513738997307471,0.315156781077606,0.414447889192539,NA
"2020-03-04",0.511455775810596,0.315692274679732,0.413574025245164,NA
"2020-03-05",0.509832079006719,0.315269226923883,0.412550652965301,NA
"2020-03-06",0.507478284628854,0.315795303184794,0.411636793906824,NA
"2020-03-07",0.508918027630419,0.31587569678185,0.412396862206134,NA
"2020-03-08",0.510301327184909,0.316021369778802,0.413161348481855,NA
"2020-03-09",0.511152368147798,0.316892340114679,0.414022354131238,NA
"2020-03-10",0.512480528310464,0.317281840465288,0.414881184387876,NA
"2020-03-11",0.512796847486581,0.318433936879293,0.415615392182937,NA
"2020-03-12",0.513957707847165,0.318986014545903,0.416471861196534,NA
"2020-03-13",0.514275730016017,0.320231243303901,0.417253486659959,NA
"2020-03-14",0.514660347869793,0.321350939221525,0.418005643545659,NA
"2020-03-15",0.51443450524501,0.323185160361057,0.418809832803033,NA
"2020-03-16",0.51470727628361,0.324453290643599,0.419580283463605,NA
"2020-03-17",0.514707237061309,0.326271868547509,0.420489552804409,NA
"2020-03-18",0.514738511063809,0.327911250672597,0.421324880868203,NA
"2020-03-19",0.514617953806975,0.327802987026407,0.421210470416691,NA
"2020-03-20",0.51456340207403,0.327613702169189,0.421088552121609,NA
"2020-03-21",0.514087768684538,0.328082038210281,0.421084903447409,NA
"2020-03-22",0.513012002136939,0.328963024554679,0.420987513345809,NA
"2020-03-23",0.512218728577246,0.329794829787807,0.421006779182526,NA
"2020-03-24",0.511287844101515,0.330431489389287,0.420859666745401,NA
"2020-03-25",0.510210950863836,0.331645303660368,0.420928127262102,NA
"2020-03-26",0.509196815280162,0.331867446266673,0.420532130773417,NA
"2020-03-27",0.508104038823093,0.332159212382611,0.420131625602852,NA
"2020-03-28",0.506393797891339,0.333118153909572,0.419755975900455,NA
"2020-03-29",0.504722623634811,0.334078301430232,0.419400462532522,NA
"2020-03-30",0.50278489683969,0.335366797977068,0.419075847408379,NA
"2020-03-31",0.50067534400515,0.336607774108084,0.418641559056617,NA
"2020-04-01",0.501189759974996,0.338260887188112,0.419725323581554,NA
"2020-04-02",0.502652319209873,0.338311030718232,0.420481674964052,NA
"2020-04-03",0.502940207155861,0.339716410607681,0.421328308881771,NA
"2020-04-04",0.50314561331217,0.341213242059941,0.422179427686055,NA
"2020-04-05",0.502704187634048,0.343322464402103,0.423013326018075,NA
"2020-04-06",0.502482846980914,0.345305604702873,0.423894225841893,NA
"2020-04-07",0.506156459101433,0.350590671306504,0.428373565203968,NA
"2020-04-08",0.507061486090458,0.351633975735401,0.429347730912929,NA
"2020-04-09",0.508303552140719,0.352501311766979,0.430402431953849,NA
"2020-04-10",0.508466848876057,0.354204106653065,0.431335477764561,NA
"2020-04-11",0.508662602587977,0.355578700711457,0.432120651649717,NA
"2020-04-12",0.507932841210618,0.356665082754863,0.432298961982741,NA
"2020-04-13",0.506532584950911,0.358502881133488,0.432517733042199,NA
"2020-04-14",0.505212065697631,0.360177462483284,0.432694764090458,NA
"2020-04-15",0.506775474056549,0.362317587775229,0.434546530915889,NA
"2020-04-16",0.506144356468877,0.363158822120713,0.434651589294795,NA
"2020-04-17",0.505804894972786,0.363699186267711,0.434752040620248,NA
"2020-04-18",0.506949816752846,0.364489627834048,0.435719722293447,NA
"2020-04-19",0.507550833276994,0.365698768079695,0.436624800678345,NA
"2020-04-20",0.508342321640524,0.367063395422921,0.437702858531723,NA
"2020-04-21",0.508870421533093,0.368677062401958,0.438773741967525,NA
"2020-04-22",0.508790336373046,0.370665201287197,0.439727768830121,NA
"2020-04-23",0.508500418286124,0.373262311920301,0.440881365103212,NA
"2020-04-24",0.507491227265567,0.37439723935958,0.440944233312573,NA
"2020-04-25",0.50592368573128,0.37342697002219,0.439675327876735,NA
"2020-04-26",0.503401527899976,0.373354858393595,0.438378193146785,NA
"2020-04-27",0.503011446515224,0.373228304969621,0.438119875742423,NA
"2020-04-28",0.502577577024109,0.373322171344956,0.437949874184532,NA
"2020-04-29",0.502116082357868,0.374277533611235,0.438196807984552,NA
"2020-04-30",0.50107854685749,0.375359980076463,0.438219263466977,NA
"2020-05-01",0.500273412369703,0.376611486131182,0.438442449250443,NA
"2020-05-02",0.498877780335321,0.378431811023091,0.438654795679206,NA
"2020-05-03",0.495920082633909,0.379459247060657,0.437689664847283,NA
"2020-05-04",0.494346331165195,0.378521789691828,0.436434060428511,NA
"2020-05-05",0.492105767144686,0.378914982959539,0.435510375052112,NA
"2020-05-06",0.492518214699284,0.379814903673638,0.436166559186461,NA
"2020-05-07",0.492189653970896,0.381215831328176,0.436702742649536,NA
"2020-05-08",0.490057957441203,0.381353089779784,0.435705523610493,NA
"2020-05-09",0.487487693582356,0.382101310453345,0.43479450201785,NA
"2020-05-10",0.484411122058995,0.38317702593392,0.433794073996457,NA
"2020-05-11",0.479913287605388,0.382178610655325,0.431045949130357,NA
"2020-05-12",0.48141527562801,0.388656954290429,0.435036114959219,NA
"2020-05-13",0.476606310504337,0.384336504058061,0.430471407281199,NA
"2020-05-14",0.470726693202894,0.381329117078479,0.426027905140687,NA
"2020-05-15",0.463331232063074,0.379693791878476,0.421512511970775,NA
"2020-05-16",0.455845627372102,0.379630960780948,0.417738294076525,0.428571428571429
"2020-05-17",0.455823484830835,0.373564776975156,0.414694130902995,NA
"2020-05-18",0.456120620593391,0.368379382026039,0.412250001309715,NA
"2020-05-19",0.454001511660575,0.363104679148985,0.40855309540478,NA
"2020-05-20",0.454549487610607,0.361852844078514,0.40820116584456,NA
