"date","CILeft","CIRight","Pred","Poll"
"2020-03-03",0.557123786384086,0.351237049359716,0.454180417871901,NA
"2020-03-04",0.554704558341862,0.351950251016958,0.45332740467941,NA
"2020-03-05",0.552884756382274,0.351677774367201,0.452281265374738,NA
"2020-03-06",0.550286476943121,0.352310802866438,0.45129863990478,NA
"2020-03-07",0.551911292505251,0.352109362883295,0.452010327694273,NA
"2020-03-08",0.55344142067498,0.352351849968391,0.452896635321685,NA
"2020-03-09",0.55473605127209,0.35268864187075,0.45371234657142,NA
"2020-03-10",0.555242032597929,0.353892789226519,0.454567410912224,NA
"2020-03-11",0.555499875784201,0.355154521581971,0.455327198683086,NA
"2020-03-12",0.556148409525676,0.356357237621649,0.456252823573663,NA
"2020-03-13",0.556758897012358,0.357515439830656,0.457137168421507,NA
"2020-03-14",0.556821849420317,0.359280504228631,0.458051176824474,NA
"2020-03-15",0.557071422960618,0.36068503531795,0.458878229139284,NA
"2020-03-16",0.55689670581823,0.362335392863822,0.459616049341026,NA
"2020-03-17",0.55715672852497,0.363824421328652,0.460490574926811,NA
"2020-03-18",0.557241040337851,0.365493350498684,0.461367195418267,NA
"2020-03-19",0.556952179057601,0.365683019527835,0.461317599292718,NA
"2020-03-20",0.556554298003273,0.365905640184772,0.461229969094022,NA
"2020-03-21",0.555929439314961,0.366533191294329,0.461231315304645,NA
"2020-03-22",0.555066921550219,0.367211532287711,0.461139226918965,NA
"2020-03-23",0.554650856093314,0.367689640681486,0.4611702483874,NA
"2020-03-24",0.553242535056474,0.368817247361718,0.461029891209096,NA
"2020-03-25",0.552617226081149,0.369428472821972,0.46102284945156,NA
"2020-03-26",0.551585962149826,0.369605003952101,0.460595483050964,NA
"2020-03-27",0.549741190825173,0.370502266667336,0.460121728746255,NA
"2020-03-28",0.548492944619078,0.371159452458184,0.459826198538631,NA
"2020-03-29",0.547248967728887,0.371787656746224,0.459518312237555,NA
"2020-03-30",0.545985118911855,0.372305941239878,0.459145530075867,NA
"2020-03-31",0.544234108495918,0.373267401976415,0.458750755236166,NA
"2020-04-01",0.544606381061732,0.375113532900974,0.459859956981353,NA
"2020-04-02",0.544869244011184,0.376396723900576,0.46063298395588,NA
"2020-04-03",0.545765775771433,0.377264063504856,0.461514919638145,NA
"2020-04-04",0.545723754508188,0.378866005924712,0.46229488021645,NA
"2020-04-05",0.545360804364101,0.380913536755671,0.463137170559886,NA
"2020-04-06",0.545038382144466,0.383209562011497,0.464123972077981,NA
"2020-04-07",0.547961288364882,0.389379288797678,0.46867028858128,NA
"2020-04-08",0.549369008744975,0.390045781236692,0.469707394990834,NA
"2020-04-09",0.55003416557203,0.391565031062727,0.470799598317379,NA
"2020-04-10",0.550223710608168,0.393120310557299,0.471672010582734,NA
"2020-04-11",0.550562656661247,0.394351107560745,0.472456882110996,NA
"2020-04-12",0.549822862807118,0.395584247749314,0.472703555278216,NA
"2020-04-13",0.549351227833443,0.396493785901748,0.472922506867596,NA
"2020-04-14",0.54788823359126,0.39816262142831,0.473025427509785,NA
"2020-04-15",0.549498426222045,0.400266256961539,0.474882341591792,NA
"2020-04-16",0.54949549138266,0.400572420963807,0.475033956173234,NA
"2020-04-17",0.549024458783344,0.401319099616654,0.475171779199999,NA
"2020-04-18",0.550175772176084,0.402328702769802,0.476252237472943,NA
"2020-04-19",0.551265588139538,0.403026212814701,0.477145900477119,NA
"2020-04-20",0.552415350688052,0.404158751245731,0.478287050966892,NA
"2020-04-21",0.552885625135461,0.405876730978515,0.479381178056988,NA
"2020-04-22",0.553040944064839,0.407606766521784,0.480323855293311,NA
"2020-04-23",0.552649868275377,0.410154543983421,0.481402206129399,NA
"2020-04-24",0.551787309918871,0.411140200649411,0.481463755284141,NA
"2020-04-25",0.550360121471414,0.409966241358101,0.480163181414758,NA
"2020-04-26",0.548766116533398,0.409093705546848,0.478929911040123,NA
"2020-04-27",0.547896917449269,0.409441877767573,0.478669397608421,NA
"2020-04-28",0.547301277143172,0.409512112224439,0.478406694683805,NA
"2020-04-29",0.547107471379255,0.4102330292241,0.478670250301677,NA
"2020-04-30",0.546511062078607,0.411073061712266,0.478792061895437,NA
"2020-05-01",0.545235195562483,0.412860433139173,0.479047814350828,NA
"2020-05-02",0.544020689931386,0.414371860370458,0.479196275150922,NA
"2020-05-03",0.541869511819257,0.414555094177437,0.478212302998347,NA
"2020-05-04",0.539689672148285,0.414199208589661,0.476944440368973,NA
"2020-05-05",0.537270214522997,0.414574232581106,0.475922223552051,NA
"2020-05-06",0.537807371746087,0.415293073342991,0.476550222544539,NA
"2020-05-07",0.53719867992418,0.416912840261652,0.477055760092916,NA
"2020-05-08",0.535710496650994,0.416374532622816,0.476042514636905,NA
"2020-05-09",0.533274825333199,0.416989357567258,0.475132091450229,NA
"2020-05-10",0.530606101446091,0.417643003842398,0.474124552644244,NA
"2020-05-11",0.526230011834772,0.416432493002795,0.471331252418784,NA
"2020-05-12",0.527888308836522,0.422939219112634,0.475413763974578,NA
"2020-05-13",0.523418437341121,0.4181750689796,0.470796753160361,NA
"2020-05-14",0.518380302921228,0.414184571564723,0.466282437242976,NA
"2020-05-15",0.512207808533098,0.411079399177791,0.461643603855444,NA
"2020-05-16",0.507480441773554,0.408163976002423,0.457822208887988,NA
"2020-05-17",0.503966597688103,0.406573326973932,0.455269962331018,NA
"2020-05-18",0.501731203080748,0.404806345343845,0.453268774212296,NA
"2020-05-19",0.497431073355261,0.402518132199731,0.449974602777496,NA
"2020-05-20",0.496161741902774,0.40411192956046,0.450136835731617,NA
